species,individual_id,group_id,age,sex,habitat,individual_body_mass_g,max_adult_body_mass_g,resting_metabolic_rate,taxonomic.class,tissue,grouped_tissue,diet.type,food_type,No_animals,length_trial_days,lipid_extracted,source.iso.13C,source.iso.13C_error,source.iso.15N,source.iso.15N_error,delta13C,delta_13C_error,delta15N,delta_15N_error,error_type,citation,Notes,Data_type,Co_author,Co_author_email,email_worked,reply_received,data_received,data_input,follow_up_needed,priority,further_notes,,,,,,,
Rangifer_tarandus,3,2,adult,male,terrestrial,,101250,119.66,mammalia,blood,blood,herbivore,pellet,8,92,yes,-25.1,,6.2,,3.5,,2.5,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,4,2,adult,male,terrestrial,,101250,119.66,mammalia,blood,blood,herbivore,pellet,8,92,yes,-25.1,,6,,3.6,,2.3,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,5,2,adult,male,terrestrial,,101250,119.66,mammalia,blood,blood,herbivore,pellet,8,92,yes,-25.1,,5.8,,3.5,,2.1,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,6,2,adult,male,terrestrial,,101250,119.66,mammalia,blood,blood,herbivore,pellet,8,92,yes,-24.7,,5.7,,3.9,,2,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,7,2,adult,male,terrestrial,,101250,119.66,mammalia,blood,blood,herbivore,pellet,8,92,yes,-24.9,,6.3,,3.7,,2.6,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,8,2,adult,male,terrestrial,,101250,119.66,mammalia,blood,blood,herbivore,pellet,8,92,yes,-25,,6.2,,3.6,,2.5,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,1,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-24.3,,6.1,,4.3,,2.4,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,2,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-24.3,,6.3,,4.3,,2.6,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,3,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-24.3,,6.1,,4.3,,2.4,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,4,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-24.5,,6.1,,4.1,,2.4,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,5,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-23.7,,6.1,,4.9,,2.4,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,6,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-24,,5.7,,4.6,,2,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,7,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-24.4,,6.1,,4.2,,2.4,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Rangifer_tarandus,8,3,adult,male,terrestrial,,101250,119.66,mammalia,muscle,muscle,herbivore,pellet,8,64,yes,-24.3,,6.1,,4.3,,2.4,,sd,"Halley, D. J., Minagawa, M., Nieminen, M., & Gaare, E. (2010). Diet: tissue stable isotope fractionation of carbon and nitrogen in blood plasma and whole blood of male reindeer Rangifer tarandus. Polar biology, 33(10), 1303-1309.",controlled experiment,individual level,Dr. Duncan Halley,duncan.halley@nina.no,na,na,na,na,na,,,,,,,,,
Somateria_fischeri,,1,adult,,marine_aquatic,,1543.75,0.149,aves,blood,blood,omnivore,pellet,5,150,yes,-18.3,0.1,10.7,0.3,2,0.2,4,0.2,sd,"Federer, R. N., Hollmen, T. E., Esler, D., Wooller, M. J., & Wang, S. W. (2010). Stable carbon and nitrogen isotope discrimination factors from diet to blood plasma, cellular blood, feathers, and adipose tissue fatty acids in Spectacled Eiders (Somateria fischeri). Canadian Journal of Zoology, 88(9), 866-874",controlled experiment,aggregated into mean,Dr. Rebecca Federer,mjwooller@alaska.edu,yes,yes,no,data is gone,no,,,,,,,,,
Somateria_fischeri,,1,adult,,marine_aquatic,,1543.75,0.149,aves,plasma,blood,omnivore,pellet,5,150,yes,-20.3,0.1,11.6,0.2,0,0.2,4.9,0.2,sd,"Federer, R. N., Hollmen, T. E., Esler, D., Wooller, M. J., & Wang, S. W. (2010). Stable carbon and nitrogen isotope discrimination factors from diet to blood plasma, cellular blood, feathers, and adipose tissue fatty acids in Spectacled Eiders (Somateria ",controlled experiment,aggregated into mean,Dr. Rebecca Federer,mjwooller@alaska.edu,yes,yes,no,data is gone,no,,,,,,,,,
Somateria_fischeri,,1,adult,,marine_aquatic,,1543.75,0.149,aves,feather,keratin,omnivore,pellet,5,150,yes,-17.1,0.2,12.3,0.6,3.2,0.2,5.6,0.3,sd,"Federer, R. N., Hollmen, T. E., Esler, D., Wooller, M. J., & Wang, S. W. (2010). Stable carbon and nitrogen isotope discrimination factors from diet to blood plasma, cellular blood, feathers, and adipose tissue fatty acids in Spectacled Eiders (Somateria ",controlled experiment,aggregated into mean,Dr. Rebecca Federer,mjwooller@alaska.edu,yes,yes,no,data is gone,no,,,,,,,,,
Odocoileus_virginianus,,1,adult,male,terrestrial,,65320,,mammalia,antler,keratin,herbivore,pellet,6,120,,-28.05,0.36,-1.36,0.15,4.5,,4.29,,sd,"Darr, R. L., & Hewitt, D. G. (2008). Stable isotope trophic shifts in white-tailed deer. Journal of Wildlife Management, 72(7), 1525-1531.",controlled experiment,aggregated into mean,Ryan L. Darr,access from my IP address blocked,,,,,,,,,,,,,,
Odocoileus_virginianus,,2,adult,male,terrestrial,,65320,,mammalia,hair,keratin,herbivore,pellet,6,120,,-24.02,0.09,-0.78,0.15,0.27,,5.15,,sd,"Darr, R. L., & Hewitt, D. G. (2008). Stable isotope trophic shifts in white-tailed deer. Journal of Wildlife Management, 72(7), 1525-1531.",controlled experiment,aggregated into mean,Ryan L. Darr,access from my IP address blocked,,,,,,,,,,,,,,
Odocoileus_virginianus,,3,adult,male,terrestrial,,65320,,mammalia,RBC,blood,herbivore,pellet,6,120,,-11.64,0.06,2.59,0.15,0.35,,4.41,,sd,"Darr, R. L., & Hewitt, D. G. (2008). Stable isotope trophic shifts in white-tailed deer. Journal of Wildlife Management, 72(7), 1525-1531.",controlled experiment,aggregated into mean,Ryan L. Darr,access from my IP address blocked,,,,,,,,,,,,,,
Odocoileus_virginianus,,4,adult,male,terrestrial,,65320,,mammalia,serum,blood,herbivore,pellet,6,120,,-11.66,0.03,2.18,0.16,-0.36,,5.89,,sd,"Darr, R. L., & Hewitt, D. G. (2008). Stable isotope trophic shifts in white-tailed deer. Journal of Wildlife Management, 72(7), 1525-1531.",controlled experiment,aggregated into mean,Ryan L. Darr,access from my IP address blocked,,,,,,,,,,,,,,
Pycnonotus_xanthopygos,,1,adult,,terrestrial,,38.1,-0.225,aves,blood,blood,omnivore,low protein,5,75,no,,,3.9,0.1,,,,,sd,"Tsahar, E., Wolf, N., Izhaki, I., Arad, Z., & del Rio, C. M. (2008). Dietary protein influences the rate of 15N incorporation in blood cells and plasma of Yellow-vented bulbuls (Pycnonotus xanthopygos). Journal of Experimental Biology, 211(3), 459-465.",controlled experiment,aggregated into mean,Dr. Ella Tsahar,ella@ellarnon.com,yes,no,no,no,yes,low,,,,,,,,
Pycnonotus_xanthopygos,,2,adult,,terrestrial,,38.1,-0.225,aves,blood,blood,omnivore,mid protein,4,75,no,,,4.5,0.3,,,,,sd,"Tsahar, E., Wolf, N., Izhaki, I., Arad, Z., & del Rio, C. M. (2008). Dietary protein influences the rate of 15N incorporation in blood cells and plasma of Yellow-vented bulbuls (Pycnonotus xanthopygos). Journal of Experimental Biology, 211(3), 459-465.",controlled experiment,aggregated into mean,Dr. Ella Tsahar,ella@ellarnon.com,yes,no,no,no,yes,low,,,,,,,,
Pycnonotus_xanthopygos,,3,adult,,terrestrial,,38.1,-0.225,aves,blood,blood,omnivore,high protein,4,75,no,,,5,0.2,,,,,sd,"Tsahar, E., Wolf, N., Izhaki, I., Arad, Z., & del Rio, C. M. (2008). Dietary protein influences the rate of 15N incorporation in blood cells and plasma of Yellow-vented bulbuls (Pycnonotus xanthopygos). Journal of Experimental Biology, 211(3), 459-465.",controlled experiment,aggregated into mean,Dr. Ella Tsahar,ella@ellarnon.com,yes,no,no,no,yes,low,,,,,,,,
Cygnus_columbianus,,1,adult,,freshwater_aquatic,,6350,0.149,aves,plasma,blood,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,0.3,0.52,4.4,0.62,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,,,,,,,,
Cygnus_columbianus,,1,adult,,freshwater_aquatic,,6350,0.149,aves,blood,blood,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,-0.5,0.62,3.6,0.52,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Cygnus_columbianus,,1,adult,,freshwater_aquatic,,6350,0.149,aves,claw,keratin,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,0.4,0.58,4.5,0.67,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Cygnus_columbianus,,1,adult,,freshwater_aquatic,,6350,0.149,aves,b feather,keratin,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,1,1.03,4.7,0.71,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Cygnus_columbianus,,1,adult,,freshwater_aquatic,,6350,0.149,aves,p feather,keratin,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,0.9,0.073,5.2,0.56,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Anas_platyrhynchos,,2,adult,,freshwater_aquatic,,1121,0.149,aves,plasma,blood,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,0.3,0.52,4.4,0.62,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Anas_platyrhynchos,,2,adult,,freshwater_aquatic,,1121,0.149,aves,blood,blood,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,-0.5,0.62,3.6,0.52,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Anas_platyrhynchos,,2,adult,,freshwater_aquatic,,1121,0.149,aves,claw,keratin,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,0.4,0.58,4.5,0.67,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Anas_platyrhynchos,,2,adult,,freshwater_aquatic,,1121,0.149,aves,b feather,keratin,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,1,1.03,4.7,0.71,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
Anas_platyrhynchos,,2,adult,,freshwater_aquatic,,1121,0.149,aves,p feather,keratin,omnivore,pellet,,,no,-21.46,0.39,1.95,0.45,0.9,0.073,5.2,0.56,sd,"Hahn, S., Hoye, B. J., Korthals, H., & Klaassen, M. (2012). From food to offspring down: tissue-specific discrimination and turn-over of stable isotopes in herbivorous waterbirds and other avian foraging guilds. PLoS One, 7(2), e30242.",controlled experiment,aggregated into mean,Dr. Steffan Hahn,steffen.hahn@vogelwarte.ch,yes,no (automatic reply - on holidays),no,no,yes,high,emailed again to remind on 16/09/2020,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,sd,"DeNiro, M. J., & Epstein, S. (1978). Influence of diet on the distribution of carbon isotopes in animals. Geochimica et cosmochimica acta, 42(5), 495-506.",cant open to recheck,,,,,,,,,,,,,,,,,
Meriones_unguiculatus,,,adult,,terrestrial,,58.1,,mammalia,,,herbivore,corn,4,155,,-12.2,0.37,,,,,,,sd,"Tieszen, L. L., Boutton, T. W., Tesdahl, K. G., & Slade, N. A. (1983). Fractionation and turnover of stable carbon isotopes in animal tissues: implications for _ 13 C analysis of diet. Oecologia, 57(1), 32-37.",cant open to recheck,,,,,,,,,,,,,,,,,
Meriones_unguiculatus,,,adult,,terrestrial,,58.1,,mammalia,,,herbivore,wheat,,,,,,,,,,,,sd,"Tieszen, L. L., Boutton, T. W., Tesdahl, K. G., & Slade, N. A. (1983). Fractionation and turnover of stable carbon isotopes in animal tissues: implications for _ 13 C analysis of diet. Oecologia, 57(1), 32-37.",cant open to recheck,,,,,,,,,,,,,,,,,
Rattus_sp,,,,,,,,,,,,,,,,,,,,,,,,,sd,"Yoneyama, T., Ohta, Y. & Ohtani, T. (1983) Variation of natural 13C and 15N abundances in the rat tissues and their correlation. Radioisotopes, 32, 330-332",cant open to recheck,,,,,,,,,,,,,,,,,
Rattus_sp,,,,,,,,,,,,,,,,,,,,,,,,,sd,"Yoneyama, T., Ohta, Y. & Ohtani, T. (1983) Variation of natural 13C and 15N abundances in the rat tissues and their correlation. Radioisotopes, 32, 330-332",cant open to recheck,,,,,,,,,,,,,,,,,
Rattus_sp,,,,,,,,,,,,,,,,,,,,,,,,,sd,"Yoneyama, T., Ohta, Y. & Ohtani, T. (1983) Variation of natural 13C and 15N abundances in the rat tissues and their correlation. Radioisotopes, 32, 330-332",cant open to recheck,,,,,,,,,,,,,,,,,
Mus_musculus,,1,adult,,terrestrial,,20.5,,mammalia,urea,,omnivore,pellet,1,,no,,,6.1,0,,,2.9,,sd,"Minagawa, M., & Wada, E. (1984). Stepwise enrichment of 15 N along food chains: further evidence and the relation between _ 15 N and animal age. Geochimica et cosmochimica acta, 48(5), 1135-1140.",uncontrolled experiment,,,,,,,,,,,,,,,,,
Ursus_americanus,,1,adult,,terrestrial,,132405,,mammalia,blood,blood,carnivore,salmon,3,40,,-20.1,na,11.2,,,,,,sd,"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088.",controlled experiment,aggregated into mean,Dr. Grant V. Hildebrand,ghilderbrand@usgs.gov,yes,no,no,no,yes,low,,,,,,,,
Ursus_americanus,,2,adult,,terrestrial,,132405,,mammalia,blood,blood,carnivore,mule deer,3,40,,-26.2,na,6.4,,,,,,sd,"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088.",controlled experiment,aggregated into mean,Dr. Grant V. Hildebrand,ghilderbrand@usgs.gov,yes,no,no,no,yes,low,,,,,,,,
Ursus_americanus,,3,adult,,terrestrial,,132405,,mammalia,blood,blood,herbivore,apples,3,40,,-24.1,na,2.3,,,,,,sd,"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088.",controlled experiment,aggregated into mean,Dr. Grant V. Hildebrand,ghilderbrand@usgs.gov,yes,no,no,no,yes,low,,,,,,,,
Ursus_americanus,,4,adult,,terrestrial,,132405,,mammalia,blood,blood,omnivore,pellet,3,40,,-21.8,na,9.5,,,,,,sd,"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088.",controlled experiment,aggregated into mean,Dr. Grant V. Hildebrand,ghilderbrand@usgs.gov,yes,no,no,no,yes,low,,,,,,,,
Ursus_americanus,,5,adult,,terrestrial,,132405,,mammalia,blood,blood,omnivore,pellet,3,40,,-22.4,na,5.8,,,,,,sd,"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088.",controlled experiment,aggregated into mean,Dr. Grant V. Hildebrand,ghilderbrand@usgs.gov,yes,no,no,no,yes,low,,,,,,,,
Ursus_americanus,,6,adult,,terrestrial,,132405,,mammalia,blood,blood,omnivore,pellet,3,40,,-22.3,na,4.4,,,,,,sd,"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088.",controlled experiment,aggregated into mean,Dr. Grant V. Hildebrand,ghilderbrand@usgs.gov,yes,no,no,no,yes,low,,,,,,,,
Ursus_americanus,,7,adult,,terrestrial,,132405,,mammalia,blood,blood,omnivore,pellet,3,40,,-22.1,na,2.9,,,,,,sd,"Hilderbrand, G. V., Farley, S. D., Robbins, C. T., Hanley, T. A., Titus, K., & Servheen, C. (1996). Use of stable isotopes to determine diets of living and extinct bears. Canadian Journal of Zoology, 74(11), 2080-2088.",controlled experiment,aggregated into mean,Dr. Grant V. Hildebrand,ghilderbrand@usgs.gov,yes,no,no,no,yes,low,,,,,,,,
Vulpes_vulpes,,,,,terrestrial,,4580.3,13.623,mammalia,,,,,20,,,,,,,,,,,sd,"Roth, J. D., & Hobson, K. A. (2000). Stable carbon and nitrogen isotopic fractionation between diet and tissue of captive red fox: implications for dietary reconstruction. Canadian Journal of zoology, 78(5), 848-852.",cant open to recheck,,,,,,,,,,,,,,,,,
Callorhinus_ursinus,1 (pregnant),1,adult,female lactating,marine_aquatic,,55464.82,,mammalia,clotted RBCS,blood,carnivore,fish,6,180,yes,-17.7,na,15.7,,,,,,sd,"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909",controlled experiment,individual level,Prof. Carolyn M. Kurle,Kurle@biology.ucsc.edu,yes,no,no,no,yes,low,,,,,,,,
Callorhinus_ursinus,1 (lactating),1,adult,female pregnant,marine_aquatic,,55464.82,,mammalia,clotted RBCS,blood,carnivore,fish,6,180,yes,-17.7,na,15,,,,,,sd,"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909",controlled experiment,individual level,Prof. Carolyn M. Kurle,Kurle@biology.ucsc.edu,yes,no,no,no,yes,low,,,,,,,,
Callorhinus_ursinus,2,1,adult,female,marine_aquatic,,55464.82,,mammalia,clotted RBCS,blood,carnivore,fish,6,180,yes,-17.7,na,15.7,,,,,,sd,"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909",controlled experiment,individual level,Prof. Carolyn M. Kurle,Kurle@biology.ucsc.edu,yes,no,no,no,yes,low,,,,,,,,
Callorhinus_ursinus,3,1,adult,female,marine_aquatic,,55464.82,,mammalia,clotted RBCS,blood,carnivore,fish,6,180,yes,-17.1,na,15.4,,,,,,sd,"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909",controlled experiment,individual level,Prof. Carolyn M. Kurle,Kurle@biology.ucsc.edu,yes,no,no,no,yes,low,,,,,,,,
Callorhinus_ursinus,4,1,adult,female,marine_aquatic,,55464.82,,mammalia,clotted RBCS,blood,carnivore,fish,6,180,yes,-17.5,na,15.1,,,,,,sd,"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909",controlled experiment,individual level,Prof. Carolyn M. Kurle,Kurle@biology.ucsc.edu,yes,no,no,no,yes,low,,,,,,,,
Callorhinus_ursinus,5,1,adult,male,marine_aquatic,,55464.82,,mammalia,clotted RBCS,blood,carnivore,fish,6,180,yes,-17.5,na,15.8,,,,,,sd,"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909",controlled experiment,individual level,Prof. Carolyn M. Kurle,Kurle@biology.ucsc.edu,yes,no,no,no,yes,low,,,,,,,,
Callorhinus_ursinus,6,1,adult,male,marine_aquatic,,55464.82,,mammalia,clotted RBCS,blood,carnivore,fish,6,180,yes,-17.4,na,15.5,,,,,,sd,"Kurle, C. M. (2002). Stable-isotope ratios of blood components from captive northern fur seals (Callorhinus ursinus) and their diet: applications for studying the foraging ecology of wild otariids. Canadian Journal of Zoology, 80(5), 902-909",controlled experiment,individual level,Prof. Carolyn M. Kurle,Kurle@biology.ucsc.edu,yes,no,no,no,yes,low,,,,,,,,
